,surgid,surgyear,total cardiac surgery
5790,252554,2010,49.00
6277,261953,2017,49.00
6901,280259,2011,49.00
7015,283973,2015,49.00
7016,283973,2016,49.00
7174,287385,2014,49.00
7290,290147,2010,49.00
7302,290173,2012,49.00
7483,295239,2013,49.00
7624,297627,2014,49.00
7910,305138,2010,49.00
8447,320589,2017,49.00
8676,327999,2016,49.00
8853,332919,2013,49.00
8865,333034,2015,49.00
9247,343676,2017,49.00
9644,357277,2014,49.00
10083,367083,2013,49.00
11609,411660,2019,49.00
11722,413994,2012,49.00
11933,419173,2013,49.00
11966,419590,2016,49.00
12029,421069,2019,49.00
12873,448044,2013,49.00
13708,469255,2018,49.00
13728,469349,2018,49.00
13848,472521,2018,49.00
13930,476160,2010,49.00
14000,478359,2010,49.00
14236,482833,2016,49.00
14399,487557,2019,49.00
14426,488341,2016,49.00
14858,501147,2018,49.00
14886,501657,2016,49.00
15165,509956,2015,49.00
15694,521957,2014,49.00
15727,522485,2017,49.00
15857,525820,2017,49.00
16319,540257,2019,49.00
16334,540963,2014,49.00
16588,548401,2018,49.00
16744,553768,2014,49.00
17010,563434,2010,49.00
17141,565610,2011,49.00
17250,567692,2010,49.00
17316,568765,2016,49.00
17695,578860,2015,49.00
18220,593364,2010,49.00
18286,596316,2016,49.00
18668,608149,2018,49.00
18880,614171,2010,49.00
19260,623011,2010,49.00
20354,650155,2014,49.00
20407,653125,2017,49.00
21214,676375,2014,49.00
21678,690530,2018,49.00
21768,693394,2018,49.00
22952,728325,2012,49.00
23253,735966,2013,49.00
23798,752532,2018,49.00
24169,762563,2019,49.00
24209,763171,2019,49.00
25388,791626,2018,49.00
25746,801522,2016,49.00
25825,802480,2015,49.00
26206,812880,2016,49.00
26783,824008,2013,49.00
26921,826473,2011,49.00
27013,827517,2013,49.00
27119,830389,2019,49.00
27781,849288,2011,49.00
27868,850579,2018,49.00
28553,868957,2013,49.00
28816,875115,2016,49.00
28948,877929,2018,49.00
29128,882108,2018,49.00
29146,882272,2016,49.00
29378,886213,2018,49.00
29519,890156,2019,49.00
29899,902508,2019,49.00
29922,902874,2012,49.00
30350,916496,2010,49.00
30650,921787,2010,49.00
30752,923724,2012,49.00
31430,938090,2010,49.00
31562,941984,2012,49.00
31600,942625,2010,49.00
32204,956282,2014,49.00
32431,961504,2011,49.00
33005,983822,2015,49.00
33200,990043,2010,49.00
33648,998739,2018,49.00
2,100311,2012,48.00
335,108460,2015,48.00
660,122011,2010,48.00
851,126486,2011,48.00
1076,130743,2016,48.00
1766,148385,2016,48.00
2299,160148,2019,48.00
2787,172674,2017,48.00
3141,181512,2011,48.00
3324,185982,2014,48.00
3657,195155,2017,48.00
4518,217581,2018,48.00
4814,224074,2014,48.00
4987,229339,2017,48.00
5409,239007,2019,48.00
5709,248169,2019,48.00
5750,250407,2010,48.00
6475,268194,2015,48.00
6666,273125,2016,48.00
6698,274075,2018,48.00
6775,276632,2015,48.00
7208,288403,2018,48.00
7627,297627,2017,48.00
7682,299066,2012,48.00
8201,311256,2011,48.00
8222,312650,2012,48.00
8572,325302,2012,48.00
8881,333846,2011,48.00
9207,342615,2017,48.00
9712,358293,2012,48.00
9817,361780,2017,48.00
10292,373730,2012,48.00
10576,383204,2016,48.00
10577,383204,2017,48.00
11192,400123,2012,48.00
11696,413794,2016,48.00
11829,416830,2019,48.00
13051,452780,2011,48.00
13321,459662,2011,48.00
13428,461542,2018,48.00
13515,464549,2015,48.00
13612,467245,2012,48.00
14191,482306,2011,48.00
14305,485590,2015,48.00
14506,490788,2016,48.00
14821,500261,2011,48.00
14936,503332,2016,48.00
15277,511581,2017,48.00
15518,517313,2018,48.00
15698,521957,2018,48.00
16315,540257,2015,48.00
17154,565882,2014,48.00
17322,569118,2012,48.00
17413,572147,2013,48.00
17419,572147,2019,48.00
17467,573357,2017,48.00
17510,575409,2010,48.00
18224,593364,2014,48.00
18625,605651,2015,48.00
18920,614321,2010,48.00
19223,621753,2013,48.00
19224,621753,2014,48.00
19253,622399,2013,48.00
19691,631968,2011,48.00
19829,635076,2019,48.00
19903,637717,2013,48.00
19937,638842,2017,48.00
20431,654250,2011,48.00
20451,655822,2011,48.00
20706,662356,2016,48.00
20805,664746,2015,48.00
21175,674678,2015,48.00
21211,676375,2011,48.00
21640,689053,2010,48.00
21649,689053,2019,48.00
21655,689675,2015,48.00
21749,692726,2019,48.00
22033,699984,2013,48.00
22345,710852,2015,48.00
22805,724665,2015,48.00
23031,730746,2011,48.00
23035,730746,2015,48.00
23271,736475,2011,48.00
23346,739858,2016,48.00
23695,748620,2015,48.00
23696,748620,2016,48.00
24608,773366,2018,48.00
24750,776560,2010,48.00
24886,779659,2016,48.00
25394,791665,2014,48.00
25451,793286,2011,48.00
25507,795470,2017,48.00
25604,798003,2014,48.00
25740,801522,2010,48.00
26672,822608,2012,48.00
26928,826473,2018,48.00
26938,826589,2018,48.00
27016,827517,2016,48.00
27087,829768,2017,48.00
27289,836291,2019,48.00
28503,867522,2013,48.00
28738,873698,2018,48.00
28818,875115,2018,48.00
29331,885906,2011,48.00
29496,889341,2016,48.00
29608,892224,2018,48.00
29679,894134,2019,48.00
30100,907344,2010,48.00
30227,912868,2017,48.00
30233,913073,2013,48.00
30313,914731,2013,48.00
30391,917718,2011,48.00
30456,919432,2016,48.00
30760,923726,2010,48.00
31077,930698,2017,48.00
31158,932662,2018,48.00
31527,939943,2017,48.00
31569,941984,2019,48.00
31636,943237,2016,48.00
32368,959110,2018,48.00
32394,959962,2014,48.00
32516,963843,2016,48.00
32828,977178,2018,48.00
33168,988435,2018,48.00
33214,990094,2014,48.00
33607,997985,2017,48.00
33614,998570,2014,48.00
578,118933,2018,47.00
599,119834,2019,47.00
839,125719,2019,47.00
879,127451,2019,47.00
886,127457,2016,47.00
1080,131172,2010,47.00
1462,143059,2012,47.00
1756,148328,2016,47.00
2070,155886,2010,47.00
2082,155950,2012,47.00
2320,160527,2010,47.00
2362,161659,2012,47.00
3034,178519,2014,47.00
3222,183347,2012,47.00
3491,192517,2011,47.00
3726,197117,2016,47.00
4177,208741,2017,47.00
4534,217660,2014,47.00
4794,223790,2014,47.00
4840,224812,2010,47.00
4905,225860,2015,47.00
5058,232023,2018,47.00
5406,239007,2016,47.00
5679,247646,2019,47.00
5978,254954,2018,47.00
6246,260890,2016,47.00
6372,266765,2012,47.00
6493,268833,2013,47.00
6797,276858,2017,47.00
6896,279666,2016,47.00
7319,290756,2019,47.00
7740,299476,2010,47.00
8465,322483,2015,47.00
8548,324554,2018,47.00
8574,325302,2014,47.00
9088,339827,2018,47.00
9144,341075,2014,47.00
9208,342615,2018,47.00
9369,348510,2019,47.00
10158,369834,2018,47.00
10824,389665,2014,47.00
10900,392288,2010,47.00
10997,395082,2017,47.00
11056,396118,2016,47.00
11548,409829,2018,47.00
11652,413152,2012,47.00
11857,417226,2017,47.00
12341,431436,2011,47.00
12707,443707,2017,47.00
12988,450880,2018,47.00
13052,452780,2012,47.00
13361,460554,2011,47.00
13611,467245,2011,47.00
13705,469255,2015,47.00
13847,472521,2017,47.00
14093,479814,2013,47.00
14327,486392,2017,47.00
14468,489607,2018,47.00
14634,494629,2014,47.00
14768,499251,2018,47.00
14793,499649,2013,47.00
15911,526994,2011,47.00
16464,545660,2014,47.00
16980,562062,2010,47.00
17152,565882,2012,47.00
17153,565882,2013,47.00
17242,567671,2012,47.00
17594,577306,2014,47.00
17677,578171,2017,47.00
17694,578860,2014,47.00
17753,581421,2013,47.00
18126,590272,2016,47.00
18483,601395,2013,47.00
18523,603085,2013,47.00
18728,609922,2018,47.00
19222,621753,2012,47.00
19741,633434,2011,47.00
20128,643171,2018,47.00
20567,657572,2017,47.00
20591,658281,2011,47.00
20690,661667,2010,47.00
20893,667080,2013,47.00
21002,670215,2012,47.00
21123,673977,2013,47.00
21303,677934,2013,47.00
21306,677934,2016,47.00
22265,706949,2015,47.00
23404,741174,2014,47.00
23407,741174,2017,47.00
23697,748620,2017,47.00
23912,756426,2012,47.00
24166,762563,2016,47.00
24292,766407,2012,47.00
24305,766520,2015,47.00
24949,780328,2019,47.00
25373,791530,2013,47.00
25399,791665,2019,47.00
25437,792710,2017,47.00
25506,795470,2016,47.00
25788,802226,2018,47.00
26107,810805,2017,47.00
26352,816035,2012,47.00
26380,816401,2010,47.00
26678,822608,2018,47.00
27934,852217,2014,47.00
28476,866505,2016,47.00
28817,875115,2017,47.00
28997,878652,2017,47.00
29103,881836,2013,47.00
29105,881836,2015,47.00
29332,885906,2012,47.00
29356,886073,2016,47.00
29445,888741,2015,47.00
30010,904400,2010,47.00
30569,921206,2019,47.00
30908,926005,2018,47.00
30988,928088,2018,47.00
31563,941984,2013,47.00
31681,944368,2011,47.00
31717,944629,2017,47.00
32001,952132,2011,47.00
32547,964495,2017,47.00
32718,970648,2018,47.00
32802,976000,2012,47.00
32938,981059,2018,47.00
19,100562,2019,46.00
103,102244,2013,46.00
130,102725,2010,46.00
153,103945,2013,46.00
325,108391,2015,46.00
463,113979,2013,46.00
468,113979,2018,46.00
685,122158,2015,46.00
700,122581,2010,46.00
878,127451,2018,46.00
1442,142822,2012,46.00
1651,146268,2011,46.00
1764,148385,2014,46.00
2137,156780,2017,46.00
2369,161659,2019,46.00
2961,176872,2011,46.00
3004,177997,2014,46.00
3526,193614,2016,46.00
3688,196468,2018,46.00
3951,203220,2011,46.00
4077,206046,2017,46.00
4690,220614,2010,46.00
4824,224396,2014,46.00
5055,232023,2015,46.00
5085,233306,2015,46.00
5482,240660,2012,46.00
6669,273125,2019,46.00
7200,288403,2010,46.00
9049,338185,2019,46.00
9165,341564,2015,46.00
9186,341773,2016,46.00
9206,342615,2016,46.00
9609,356140,2019,46.00
10004,365681,2014,46.00
11173,399653,2013,46.00
11577,411026,2017,46.00
12139,424951,2019,46.00
12813,447479,2013,46.00
12989,450880,2019,46.00
13008,450986,2018,46.00
13156,455727,2016,46.00
13320,459662,2010,46.00
13472,463776,2012,46.00
13922,475871,2012,46.00
14097,479814,2017,46.00
14434,488853,2014,46.00
14822,500261,2012,46.00
15009,505367,2019,46.00
15156,509638,2016,46.00
16193,534185,2013,46.00
16460,545660,2010,46.00
16484,545889,2014,46.00
17181,566677,2011,46.00
17183,566677,2013,46.00
17319,568765,2019,46.00
17540,576233,2010,46.00
17584,577159,2014,46.00
18119,589953,2019,46.00
18187,592383,2017,46.00
18225,593364,2015,46.00
18349,597776,2019,46.00
18832,613209,2012,46.00
19262,623011,2012,46.00
19377,625295,2017,46.00
19612,630248,2012,46.00
19989,640025,2019,46.00
20046,641095,2016,46.00
20450,655822,2010,46.00
20613,658313,2013,46.00
20894,667080,2014,46.00
21597,687741,2017,46.00
24215,763767,2015,46.00
24752,776560,2012,46.00
24853,778910,2013,46.00
25138,785148,2018,46.00
25234,787054,2014,46.00
25372,791530,2012,46.00
26102,810805,2012,46.00
26106,810805,2016,46.00
26148,811953,2018,46.00
26923,826473,2013,46.00
27180,833605,2010,46.00
27673,845634,2013,46.00
27860,850579,2010,46.00
28437,864923,2017,46.00
28502,867522,2012,46.00
28505,867522,2015,46.00
28994,878652,2014,46.00
29130,882241,2010,46.00
29377,886213,2017,46.00
29494,889341,2014,46.00
29909,902573,2019,46.00
30017,904400,2017,46.00
30393,917718,2013,46.00
30565,921206,2015,46.00
31211,934375,2011,46.00
31496,939098,2016,46.00
32422,961443,2012,46.00
32515,963843,2015,46.00
32562,964834,2012,46.00
32598,966090,2018,46.00
32939,981059,2019,46.00
33190,989815,2010,46.00
33609,997985,2019,46.00
337,108460,2017,45.00
339,108460,2019,45.00
383,110421,2013,45.00
820,125586,2010,45.00
935,128324,2015,45.00
1083,131172,2013,45.00
1765,148385,2015,45.00
2587,166635,2017,45.00
3897,200741,2017,45.00
4715,221569,2015,45.00
5315,237084,2015,45.00
5514,241584,2014,45.00
5778,251242,2018,45.00
5793,252554,2013,45.00
6168,259909,2018,45.00
6365,266222,2015,45.00
6375,266765,2015,45.00
6479,268194,2019,45.00
6794,276858,2014,45.00
6892,279666,2012,45.00
7343,291608,2013,45.00
7636,297722,2016,45.00
7746,299476,2016,45.00
8127,310139,2017,45.00
8223,312650,2013,45.00
8576,325302,2016,45.00
8678,327999,2018,45.00
9553,354390,2013,45.00
9963,364720,2013,45.00
10007,365681,2017,45.00
10606,383733,2016,45.00
10911,393571,2011,45.00
11828,416830,2018,45.00
11938,419173,2018,45.00
12073,422372,2013,45.00
12254,429218,2014,45.00
12877,448044,2017,45.00
12995,450918,2015,45.00
13353,460416,2013,45.00
13441,462529,2011,45.00
13706,469255,2016,45.00
13763,469961,2013,45.00
13989,477732,2019,45.00
14136,481443,2016,45.00
14306,485590,2016,45.00
14505,490788,2015,45.00
14639,494629,2019,45.00
14705,498063,2015,45.00
15608,519328,2018,45.00
15695,521957,2015,45.00
15722,522485,2012,45.00
15791,524844,2011,45.00
15840,525677,2010,45.00
15995,529736,2015,45.00
16199,534185,2019,45.00
16903,558639,2013,45.00
16930,558980,2010,45.00
17120,565209,2010,45.00
17140,565610,2010,45.00
17372,570488,2012,45.00
18247,594431,2017,45.00
19010,616062,2010,45.00
19614,630248,2014,45.00
20296,648772,2016,45.00
20335,649208,2015,45.00
20497,656491,2017,45.00
21301,677934,2011,45.00
21412,682305,2012,45.00
22025,699878,2015,45.00
22188,705754,2018,45.00
22307,708805,2017,45.00
22424,713836,2014,45.00
22693,722930,2013,45.00
23255,735966,2015,45.00
23756,750886,2016,45.00
23758,750886,2018,45.00
24308,766520,2018,45.00
24333,767278,2013,45.00
24396,769450,2016,45.00
24690,775157,2010,45.00
24999,781123,2019,45.00
25091,784490,2011,45.00
25628,798449,2018,45.00
26141,811953,2011,45.00
26665,822597,2015,45.00
26668,822597,2018,45.00
26837,824486,2017,45.00
27294,836426,2014,45.00
27723,847384,2013,45.00
28130,857589,2010,45.00
28252,859575,2012,45.00
28689,872227,2019,45.00
28990,878652,2010,45.00
29110,881898,2010,45.00
29348,885980,2018,45.00
29497,889341,2017,45.00
29602,892224,2012,45.00
29676,894134,2016,45.00
30072,906442,2012,45.00
30142,910095,2012,45.00
30334,915981,2014,45.00
31210,934375,2010,45.00
31227,934414,2017,45.00
31397,937559,2017,45.00
31514,939466,2014,45.00
31740,945340,2010,45.00
31796,946572,2016,45.00
31820,946886,2010,45.00
32080,954858,2010,45.00
32229,956811,2019,45.00
32350,958961,2010,45.00
32442,961583,2012,45.00
32793,975203,2013,45.00
33004,983822,2014,45.00
33020,984276,2010,45.00
33191,989815,2011,45.00
33192,989815,2012,45.00
47,101145,2017,44.00
428,111471,2018,44.00
466,113979,2016,44.00
857,126486,2017,44.00
1199,134125,2019,44.00
1217,134447,2017,44.00
1512,143382,2012,44.00
1986,153638,2016,44.00
2363,161659,2013,44.00
2368,161659,2018,44.00
2379,162228,2019,44.00
3174,181868,2014,44.00
3659,195155,2019,44.00
3700,196752,2010,44.00
3804,198638,2014,44.00
4536,217660,2016,44.00
4711,221569,2011,44.00
4823,224396,2013,44.00
4908,225860,2018,44.00
5890,253931,2010,44.00
6081,257355,2011,44.00
6377,266765,2017,44.00
6694,274075,2014,44.00
7084,285620,2014,44.00
7634,297722,2014,44.00
8266,314330,2016,44.00
8466,322483,2016,44.00
9158,341355,2018,44.00
9901,363447,2011,44.00
9932,364063,2012,44.00
10005,365681,2015,44.00
10107,368487,2017,44.00
10256,372458,2016,44.00
10445,378660,2015,44.00
10494,380041,2014,44.00
10515,381073,2015,44.00
10605,383733,2015,44.00
11055,396118,2015,44.00
11343,404979,2013,44.00
11761,414609,2011,44.00
11794,416022,2014,44.00
11889,418006,2019,44.00
12314,430333,2014,44.00
12691,443587,2011,44.00
12791,447143,2011,44.00
12815,447479,2015,44.00
12879,448044,2019,44.00
12991,450918,2011,44.00
13849,472521,2019,44.00
14288,484856,2018,44.00
14447,488989,2017,44.00
14795,499649,2015,44.00
15176,510008,2016,44.00
15192,510201,2012,44.00
15431,515470,2011,44.00
15435,515470,2015,44.00
15643,520421,2013,44.00
16017,529826,2017,44.00
16048,530155,2018,44.00
16462,545660,2012,44.00
16668,551390,2018,44.00
16702,552760,2012,44.00
16781,554581,2011,44.00
16974,561977,2014,44.00
16975,561977,2015,44.00
17212,567191,2012,44.00
17312,568765,2012,44.00
17389,570679,2019,44.00
17593,577306,2013,44.00
17861,584602,2011,44.00
18271,595228,2011,44.00
18416,599327,2016,44.00
18702,609441,2012,44.00
19030,617231,2010,44.00
19047,617375,2017,44.00
19263,623011,2013,44.00
20267,648042,2017,44.00
20612,658313,2012,44.00
20639,658925,2019,44.00
21062,671947,2012,44.00
21177,674678,2017,44.00
22426,713836,2016,44.00
22575,717944,2015,44.00
22911,727468,2011,44.00
23013,730318,2013,44.00
23430,742313,2010,44.00
23724,749531,2014,44.00
24012,759549,2012,44.00
24047,759788,2017,44.00
24160,762563,2010,44.00
24167,762563,2017,44.00
24434,770040,2014,44.00
24900,779772,2010,44.00
25299,788414,2019,44.00
25550,796574,2010,44.00
26613,821742,2013,44.00
26679,822608,2019,44.00
26762,823427,2012,44.00
26847,825134,2017,44.00
26927,826473,2017,44.00
27222,835366,2012,44.00
27358,839090,2018,44.00
27783,849288,2013,44.00
28219,859017,2019,44.00
29412,887623,2012,44.00
29591,891622,2011,44.00
30241,913449,2011,44.00
30454,919432,2014,44.00
30509,919865,2019,44.00
30566,921206,2016,44.00
30826,924539,2016,44.00
31488,939094,2018,44.00
32332,958790,2012,44.00
32857,977931,2017,44.00
33390,993966,2010,44.00
23,101052,2013,43.00
175,104459,2015,43.00
324,108391,2014,43.00
338,108460,2018,43.00
480,115571,2010,43.00
640,120883,2010,43.00
884,127457,2014,43.00
1028,129669,2018,43.00
1029,129669,2019,43.00
1082,131172,2012,43.00
1672,146836,2012,43.00
2812,173600,2012,43.00
3005,177997,2015,43.00
3270,185104,2010,43.00
3490,192517,2010,43.00
3656,195155,2016,43.00
4219,209593,2019,43.00
4490,215274,2010,43.00
4565,218745,2015,43.00
4771,223562,2011,43.00
5246,235955,2016,43.00
5839,253067,2019,43.00
5843,253157,2013,43.00
6476,268194,2016,43.00
7218,288463,2018,43.00
8551,324905,2011,43.00
8559,324905,2019,43.00
8568,324919,2018,43.00
9039,338119,2019,43.00
9185,341773,2015,43.00
9368,348510,2018,43.00
9389,349150,2019,43.00
9406,350095,2016,43.00
9999,365633,2019,43.00
10033,366228,2013,43.00
10109,368487,2019,43.00
10165,369871,2015,43.00
10422,378077,2012,43.00
10439,378653,2019,43.00
11362,405848,2012,43.00
11475,408918,2015,43.00
11559,410354,2019,43.00
12081,423292,2011,43.00
12403,433013,2013,43.00
12702,443707,2012,43.00
12792,447143,2012,43.00
12924,449728,2014,43.00
13007,450986,2017,43.00
13160,455909,2010,43.00
13262,457192,2012,43.00
13516,464549,2016,43.00
13931,476160,2011,43.00
13933,476160,2013,43.00
13937,476160,2017,43.00
14091,479814,2011,43.00
14099,479814,2019,43.00
14424,488341,2014,43.00
14829,500261,2019,43.00
14978,504906,2018,43.00
15159,509638,2019,43.00
15392,514308,2012,43.00
15473,515841,2013,43.00
15688,521829,2018,43.00
16336,540963,2016,43.00
17015,563434,2015,43.00
17134,565555,2014,43.00
17254,567692,2014,43.00
17896,585557,2016,43.00
18223,593364,2013,43.00
18249,594431,2019,43.00
18285,596316,2015,43.00
18367,597959,2017,43.00
18518,602607,2018,43.00
18669,608149,2019,43.00
18827,612829,2017,43.00
19075,617942,2015,43.00
19617,630248,2017,43.00
19777,633773,2017,43.00
20068,641817,2018,43.00
20539,657171,2019,43.00
21741,692726,2011,43.00
21778,693452,2018,43.00
21935,698387,2015,43.00
22026,699878,2016,43.00
22360,711745,2010,43.00
22409,713048,2019,43.00
23406,741174,2016,43.00
23606,746125,2016,43.00
23958,758051,2018,43.00
24011,759549,2011,43.00
24046,759788,2016,43.00
24210,763767,2010,43.00
24751,776560,2011,43.00
25293,788414,2013,43.00
25371,791530,2011,43.00
25377,791530,2017,43.00
25383,791626,2013,43.00
25699,800056,2019,43.00
25790,802237,2010,43.00
26290,814460,2010,43.00
26353,816035,2013,43.00
27793,849443,2013,43.00
27865,850579,2015,43.00
28637,870573,2017,43.00
28995,878652,2015,43.00
29125,882108,2015,43.00
29186,882807,2016,43.00
29263,884955,2013,43.00
30135,909907,2015,43.00
30392,917718,2012,43.00
30813,924412,2013,43.00
31398,937559,2018,43.00
31645,943554,2015,43.00
32363,959110,2013,43.00
32369,959110,2019,43.00
32806,976000,2016,43.00
32845,977589,2015,43.00
33179,989507,2019,43.00
33508,996159,2018,43.00
321,108391,2011,42.00
323,108391,2013,42.00
377,109883,2017,42.00
1464,143059,2014,42.00
1971,153535,2011,42.00
2026,154937,2016,42.00
2028,154937,2018,42.00
2181,157991,2011,42.00
2400,162626,2010,42.00
2877,174212,2017,42.00
3031,178519,2011,42.00
3175,181868,2015,42.00
3180,182285,2010,42.00
3313,185916,2013,42.00
3327,185982,2017,42.00
3336,186142,2016,42.00
3421,189195,2011,42.00
3860,200003,2010,42.00
4078,206046,2018,42.00
4478,214810,2018,42.00
4710,221569,2010,42.00
4712,221569,2012,42.00
5024,231215,2014,42.00
5036,231799,2016,42.00
5054,232023,2014,42.00
5121,233936,2011,42.00
5177,234462,2017,42.00
5197,235105,2017,42.00
6131,258792,2011,42.00
6605,271045,2015,42.00
7209,288403,2019,42.00
7857,303063,2017,42.00
8472,322523,2012,42.00
8490,323257,2010,42.00
8575,325302,2015,42.00
9304,346658,2014,42.00
9405,350095,2015,42.00
9987,365349,2017,42.00
10136,369093,2016,42.00
10293,373730,2013,42.00
10295,373730,2015,42.00
11027,395451,2017,42.00
11483,408956,2013,42.00
11793,416022,2013,42.00
11990,420728,2010,42.00
12058,422218,2018,42.00
12350,431565,2010,42.00
12356,431565,2016,42.00
12357,431565,2017,42.00
12814,447479,2014,42.00
13519,464549,2019,42.00
13648,467713,2018,42.00
14636,494629,2016,42.00
15092,508479,2012,42.00
15095,508479,2015,42.00
15391,514308,2011,42.00
15728,522485,2018,42.00
16463,545660,2013,42.00
16522,547508,2012,42.00
16536,547573,2016,42.00
16732,553622,2012,42.00
17327,569118,2017,42.00
17743,580992,2013,42.00
17982,588473,2012,42.00
18222,593364,2012,42.00
18275,595228,2015,42.00
18276,595228,2016,42.00
20129,643171,2019,42.00
20430,654250,2010,42.00
20616,658313,2016,42.00
20988,669252,2018,42.00
21060,671947,2010,42.00
21065,671947,2015,42.00
21363,679414,2013,42.00
21370,680038,2010,42.00
21429,683075,2019,42.00
21723,691289,2013,42.00
21954,698531,2014,42.00
22411,713789,2011,42.00
22919,727468,2019,42.00
23034,730746,2014,42.00
23303,738467,2013,42.00
23342,739858,2012,42.00
23590,746066,2010,42.00
23699,748620,2019,42.00
24044,759788,2014,42.00
24309,766520,2019,42.00
24569,773005,2019,42.00
24584,773160,2014,42.00
25099,784490,2019,42.00
25458,793286,2018,42.00
25629,798449,2019,42.00
26067,809902,2017,42.00
26614,821742,2014,42.00
26616,821742,2016,42.00
26763,823427,2013,42.00
27113,830389,2013,42.00
27223,835366,2013,42.00
27295,836426,2015,42.00
27778,849201,2018,42.00
28415,864302,2015,42.00
28555,868957,2015,42.00
28674,871845,2014,42.00
28812,875115,2012,42.00
28896,877076,2016,42.00
28996,878652,2016,42.00
29133,882241,2013,42.00
30041,905883,2011,42.00
30120,908895,2010,42.00
30140,910095,2010,42.00
30248,913449,2018,42.00
30453,919432,2013,42.00
30651,921787,2011,42.00
30859,925207,2019,42.00
30912,926388,2012,42.00
31286,934967,2016,42.00
31662,943727,2012,42.00
31791,946572,2011,42.00
31797,946572,2017,42.00
32202,956282,2012,42.00
32808,976000,2018,42.00
32816,976003,2016,42.00
33499,995958,2019,42.00
33608,997985,2018,42.00
774,125261,2014,41.00
932,128324,2012,41.00
1748,148224,2018,41.00
2071,155886,2011,41.00
2079,155886,2019,41.00
2133,156780,2013,41.00
2171,157614,2011,41.00
2311,160357,2011,41.00
3039,178519,2019,41.00
3273,185104,2013,41.00
3289,185245,2019,41.00
3300,185818,2010,41.00
3322,185982,2012,41.00
3337,186142,2017,41.00
3705,196752,2015,41.00
3889,200495,2019,41.00
4564,218745,2014,41.00
4589,219344,2019,41.00
4713,221569,2013,41.00
4716,221569,2016,41.00
4718,221569,2018,41.00
4979,229125,2019,41.00
5026,231215,2016,41.00
5173,234462,2013,41.00
5196,235105,2016,41.00
5313,237084,2013,41.00
5314,237084,2014,41.00
5483,240660,2013,41.00
5618,245378,2018,41.00
5779,251242,2019,41.00
5892,253931,2012,41.00
6130,258792,2010,41.00
6371,266765,2011,41.00
6741,275367,2011,41.00
6894,279666,2014,41.00
7081,285620,2011,41.00
7095,285659,2015,41.00
7586,296814,2016,41.00
8062,308857,2012,41.00
8602,326131,2012,41.00
8792,332073,2012,41.00
9036,338119,2016,41.00
10167,369871,2017,41.00
10300,374202,2010,41.00
10379,376711,2019,41.00
10669,386115,2019,41.00
11148,398581,2018,41.00
11198,400123,2018,41.00
11281,402972,2011,41.00
11503,409011,2013,41.00
11797,416022,2017,41.00
11868,417410,2018,41.00
12434,434282,2014,41.00
13057,452780,2017,41.00
13188,456054,2018,41.00
13864,473404,2014,41.00
14621,494382,2011,41.00
15144,509470,2014,41.00
15146,509470,2016,41.00
15579,517872,2019,41.00
15762,524410,2012,41.00
15998,529736,2018,41.00
16039,529961,2019,41.00
16194,534185,2014,41.00
16373,542641,2013,41.00
16650,551225,2010,41.00
16868,556350,2018,41.00
16973,561977,2013,41.00
17429,572260,2019,41.00
17803,583238,2013,41.00
17995,588528,2015,41.00
18108,589945,2018,41.00
18217,593272,2017,41.00
18228,593364,2018,41.00
18524,603085,2014,41.00
18727,609922,2017,41.00
18871,614129,2011,41.00
19988,640025,2018,41.00
20047,641095,2017,41.00
20171,644720,2011,41.00
20937,667907,2017,41.00
21121,673977,2011,41.00
21195,675678,2015,41.00
22303,708805,2013,41.00
22343,710852,2013,41.00
22344,710852,2014,41.00
23154,733402,2014,41.00
24033,759745,2013,41.00
24045,759788,2015,41.00
24065,760147,2015,41.00
24291,766407,2011,41.00
25612,798103,2012,41.00
25792,802237,2012,41.00
25824,802480,2014,41.00
26048,808758,2018,41.00
26049,808758,2019,41.00
26472,818735,2012,41.00
26761,823427,2011,41.00
26824,824241,2014,41.00
28103,857182,2013,41.00
28136,857589,2016,41.00
28558,868957,2018,41.00
29152,882307,2012,41.00
29361,886112,2011,41.00
30455,919432,2015,41.00
31159,932662,2019,41.00
31307,935242,2017,41.00
31894,948687,2014,41.00
32127,955784,2017,41.00
32689,970262,2019,41.00
33176,989507,2016,41.00
33541,997259,2011,41.00
931,128324,2011,40.00
1012,129598,2012,40.00
1365,140220,2015,40.00
1477,143060,2017,40.00
1612,145180,2012,40.00
1767,148385,2017,40.00
1878,151288,2018,40.00
1894,151730,2014,40.00
1973,153535,2013,40.00
3362,187373,2012,40.00
3399,188953,2019,40.00
3790,198556,2010,40.00
3867,200003,2017,40.00
3909,200992,2019,40.00
5023,231215,2013,40.00
5198,235105,2018,40.00
6542,270644,2012,40.00
7161,287179,2011,40.00
7196,288196,2016,40.00
8075,308966,2015,40.00
8196,311000,2016,40.00
8225,312650,2015,40.00
8435,320481,2015,40.00
8446,320589,2016,40.00
9020,338079,2010,40.00
9457,351181,2017,40.00
9921,363759,2011,40.00
10298,373730,2018,40.00
10299,373730,2019,40.00
10301,374202,2011,40.00
10563,383070,2013,40.00
10571,383204,2011,40.00
10785,388858,2015,40.00
10817,389423,2017,40.00
11149,398581,2019,40.00
11547,409829,2017,40.00
11737,414040,2017,40.00
11813,416694,2013,40.00
12268,429223,2018,40.00
12344,431436,2014,40.00
12433,434282,2013,40.00
13762,469961,2012,40.00
14694,497861,2014,40.00
