,surgid,surgyear,total cardiac surgery
6565,270757,2015,5.00
6690,274075,2010,5.00
6899,279666,2019,5.00
7004,283935,2014,5.00
7198,288196,2018,5.00
7270,289853,2010,5.00
7540,296021,2010,5.00
7581,296814,2011,5.00
7638,297722,2018,5.00
7723,299340,2013,5.00
7877,303901,2017,5.00
8023,307189,2013,5.00
8104,309832,2014,5.00
8450,320796,2010,5.00
8596,326087,2016,5.00
8610,326228,2010,5.00
8680,328083,2010,5.00
8750,331763,2010,5.00
8790,332073,2010,5.00
8960,336409,2010,5.00
9092,339853,2012,5.00
9291,346592,2011,5.00
10327,375005,2017,5.00
11034,395926,2014,5.00
11420,407790,2010,5.00
11634,412795,2014,5.00
11644,413032,2014,5.00
11662,413188,2012,5.00
12401,433013,2011,5.00
12577,438677,2017,5.00
13040,452371,2010,5.00
13044,452371,2014,5.00
13755,469843,2015,5.00
14122,481074,2012,5.00
14548,492549,2018,5.00
14587,493272,2017,5.00
14962,504503,2012,5.00
15001,505367,2011,5.00
15112,509309,2012,5.00
15169,509956,2019,5.00
15282,511781,2012,5.00
15596,518535,2016,5.00
15599,518535,2019,5.00
15626,519872,2016,5.00
16041,530155,2011,5.00
16043,530155,2013,5.00
16074,530866,2014,5.00
16259,535341,2019,5.00
16342,541265,2012,5.00
16715,552890,2015,5.00
17247,567671,2017,5.00
17339,569589,2019,5.00
17412,572147,2012,5.00
17416,572147,2016,5.00
17962,588227,2012,5.00
18125,590272,2015,5.00
18214,593272,2014,5.00
18586,604261,2016,5.00
18588,604261,2018,5.00
18769,610868,2019,5.00
18837,613209,2017,5.00
18996,615594,2016,5.00
19287,623883,2017,5.00
19345,625121,2015,5.00
19396,625518,2016,5.00
19605,630138,2015,5.00
19890,637374,2010,5.00
19918,638656,2018,5.00
20002,640145,2012,5.00
20020,641038,2010,5.00
20604,658311,2014,5.00
21165,674564,2015,5.00
21225,676849,2015,5.00
21375,680038,2015,5.00
22041,700634,2011,5.00
22531,717486,2011,5.00
22590,719940,2010,5.00
22944,728104,2014,5.00
23152,733402,2012,5.00
23157,733402,2017,5.00
23180,734713,2010,5.00
23183,734713,2013,5.00
23309,738467,2019,5.00
23507,744659,2017,5.00
23552,745646,2012,5.00
23737,749533,2017,5.00
23835,753268,2015,5.00
23839,753268,2019,5.00
24439,770040,2019,5.00
24550,772935,2010,5.00
26008,808274,2018,5.00
26235,813549,2015,5.00
26284,814352,2014,5.00
26383,816401,2013,5.00
26635,822014,2015,5.00
26818,824100,2018,5.00
26871,825919,2011,5.00
26906,826449,2016,5.00
26985,827201,2015,5.00
27436,840371,2016,5.00
27730,847390,2010,5.00
28318,861629,2018,5.00
28360,862191,2010,5.00
28366,862191,2016,5.00
28546,868909,2016,5.00
28693,872412,2013,5.00
29027,879174,2017,5.00
29029,879174,2019,5.00
29247,884711,2017,5.00
29953,903031,2013,5.00
30149,910095,2019,5.00
30518,920119,2018,5.00
30519,920119,2019,5.00
30531,920607,2011,5.00
30620,921583,2010,5.00
30775,924034,2015,5.00
30841,925149,2011,5.00
31345,936718,2015,5.00
31354,936888,2014,5.00
31788,946553,2018,5.00
32289,958076,2019,5.00
32640,968991,2010,5.00
32821,977178,2011,5.00
32822,977178,2012,5.00
32825,977178,2015,5.00
32987,983673,2017,5.00
33043,985032,2013,5.00
33047,985032,2017,5.00
33348,992752,2018,5.00
163,103980,2013,4.00
186,104900,2016,4.00
344,109132,2014,4.00
506,115968,2016,4.00
719,123173,2019,4.00
1046,130277,2016,4.00
1047,130277,2017,4.00
1113,131800,2013,4.00
1395,140965,2015,4.00
1868,150721,2018,4.00
1882,151390,2012,4.00
2037,155011,2017,4.00
2117,156517,2017,4.00
2187,157991,2017,4.00
2301,160261,2011,4.00
2402,162626,2012,4.00
2572,166299,2012,4.00
2979,177037,2019,4.00
3511,193144,2011,4.00
3554,193805,2014,4.00
3556,193805,2016,4.00
3559,193805,2019,4.00
3807,198638,2017,4.00
3993,204434,2013,4.00
4201,209456,2011,4.00
4232,209860,2012,4.00
4503,217184,2013,4.00
4606,219613,2016,4.00
4885,225568,2015,4.00
4941,227573,2011,4.00
5126,233936,2016,4.00
5284,236312,2014,4.00
6014,256441,2014,4.00
6504,268898,2014,4.00
6558,270681,2018,4.00
6563,270757,2013,4.00
7003,283935,2013,4.00
7149,286661,2019,4.00
7181,287519,2011,4.00
7261,289719,2011,4.00
7425,294478,2015,4.00
7579,296753,2019,4.00
7584,296814,2014,4.00
7851,303063,2011,4.00
7985,306674,2015,4.00
8125,310139,2015,4.00
8146,310185,2016,4.00
8221,312650,2011,4.00
8280,314706,2010,4.00
8644,327228,2014,4.00
8850,332919,2010,4.00
8911,334897,2011,4.00
8913,334897,2013,4.00
9000,337677,2010,4.00
9098,339853,2018,4.00
9154,341355,2014,4.00
9309,346658,2019,4.00
9320,346978,2010,4.00
9386,349150,2016,4.00
9421,350442,2011,4.00
10014,365742,2014,4.00
10045,366257,2015,4.00
10048,366257,2018,4.00
10326,375005,2016,4.00
10374,376711,2014,4.00
10434,378653,2014,4.00
10590,383718,2010,4.00
10630,385088,2010,4.00
10795,388962,2015,4.00
11109,397444,2019,4.00
11147,398581,2017,4.00
11293,403217,2013,4.00
11623,411891,2013,4.00
11624,411891,2014,4.00
11982,420589,2012,4.00
12055,422218,2015,4.00
12218,428255,2018,4.00
12229,428361,2019,4.00
12576,438677,2016,4.00
13080,453405,2010,4.00
13085,453405,2015,4.00
13086,453405,2016,4.00
13109,453951,2019,4.00
13186,456054,2016,4.00
13340,460154,2010,4.00
13503,464331,2013,4.00
13559,465620,2019,4.00
13656,468058,2016,4.00
13752,469843,2012,4.00
13818,471398,2018,4.00
13865,473404,2015,4.00
13947,476264,2017,4.00
14201,482480,2011,4.00
14202,482480,2012,4.00
14549,492549,2019,4.00
14581,493272,2011,4.00
14651,494984,2011,4.00
14740,498523,2010,4.00
14741,498523,2011,4.00
15111,509309,2011,4.00
15623,519872,2013,4.00
15644,520421,2014,4.00
15681,521829,2011,4.00
15923,527256,2013,4.00
15980,529491,2010,4.00
15983,529491,2013,4.00
16044,530155,2014,4.00
16067,530734,2017,4.00
16340,541265,2010,4.00
16341,541265,2011,4.00
16343,541265,2013,4.00
16492,545910,2012,4.00
16686,552009,2016,4.00
17272,568279,2012,4.00
17276,568279,2016,4.00
17639,577463,2019,4.00
17924,586753,2014,4.00
18371,598028,2011,4.00
18529,603085,2019,4.00
19079,617942,2019,4.00
19191,620799,2011,4.00
19274,623578,2014,4.00
19288,623883,2018,4.00
19934,638842,2014,4.00
19950,639139,2010,4.00
19951,639139,2011,4.00
20873,666731,2013,4.00
21006,670215,2016,4.00
21074,672450,2014,4.00
21079,672450,2019,4.00
21217,676375,2017,4.00
21223,676849,2013,4.00
21376,680038,2016,4.00
21431,683287,2011,4.00
21664,690311,2014,4.00
21667,690311,2017,4.00
21890,697096,2010,4.00
21891,697096,2011,4.00
22416,713789,2016,4.00
22470,715615,2010,4.00
22595,719940,2015,4.00
22657,722534,2017,4.00
23433,742313,2013,4.00
23465,743781,2015,4.00
23557,745646,2017,4.00
23800,752858,2010,4.00
23812,752972,2012,4.00
23842,753320,2012,4.00
23848,753320,2018,4.00
23915,756426,2015,4.00
24213,763767,2013,4.00
24398,769450,2018,4.00
24777,777257,2017,4.00
24817,778025,2017,4.00
25061,783940,2011,4.00
25101,784753,2011,4.00
25172,785911,2012,4.00
26458,818067,2018,4.00
26633,822014,2013,4.00
27102,830370,2012,4.00
27748,847555,2018,4.00
28015,854122,2015,4.00
28169,858441,2019,4.00
28335,861802,2015,4.00
28444,865389,2014,4.00
29204,883123,2014,4.00
29211,883427,2011,4.00
29246,884711,2016,4.00
29434,888521,2014,4.00
29577,891321,2017,4.00
30113,908654,2013,4.00
30242,913449,2012,4.00
31074,930698,2014,4.00
31217,934375,2017,4.00
31353,936888,2013,4.00
31355,936888,2015,4.00
31474,938883,2014,4.00
31712,944629,2012,4.00
31787,946553,2017,4.00
31802,946595,2012,4.00
31893,948687,2013,4.00
31931,949689,2011,4.00
31935,949689,2015,4.00
31936,949689,2016,4.00
32295,958088,2015,4.00
32325,958767,2015,4.00
32450,962295,2010,4.00
33009,983822,2019,4.00
33333,992511,2013,4.00
33336,992511,2016,4.00
33489,995304,2019,4.00
33545,997259,2015,4.00
180,104900,2010,3.00
231,106606,2011,3.00
293,108029,2013,3.00
518,116143,2018,3.00
582,119220,2012,3.00
721,123485,2011,3.00
723,123485,2013,3.00
725,123485,2015,3.00
900,127667,2010,3.00
1170,133512,2010,3.00
1274,136993,2014,3.00
1276,136993,2016,3.00
1350,140070,2010,3.00
1392,140965,2012,3.00
1495,143175,2015,3.00
1518,143382,2018,3.00
1546,143714,2016,3.00
1549,143714,2019,3.00
1861,150721,2011,3.00
1866,150721,2016,3.00
1869,150721,2019,3.00
2135,156780,2015,3.00
2303,160261,2013,3.00
2335,160703,2015,3.00
2337,160703,2017,3.00
2503,163826,2013,3.00
3107,180779,2017,3.00
3339,186142,2019,3.00
3382,188674,2012,3.00
3551,193805,2011,3.00
3590,194112,2010,3.00
3592,194112,2012,3.00
3593,194112,2013,3.00
3638,194977,2018,3.00
3934,201902,2014,3.00
3983,204375,2013,3.00
4073,206046,2013,3.00
4230,209860,2010,3.00
4323,211171,2013,3.00
4334,211242,2014,3.00
4336,211242,2016,3.00
4942,227573,2012,3.00
4960,228885,2010,3.00
5091,233358,2011,3.00
5233,235888,2013,3.00
5372,238009,2012,3.00
5680,247654,2010,3.00
5782,251648,2012,3.00
5814,252760,2014,3.00
5866,253239,2016,3.00
5869,253239,2019,3.00
5955,254853,2015,3.00
6015,256441,2015,3.00
6182,260004,2012,3.00
6550,270681,2010,3.00
6564,270757,2014,3.00
6569,270757,2019,3.00
6720,274882,2010,3.00
6864,278379,2014,3.00
6921,280509,2011,3.00
7019,283973,2019,3.00
7147,286661,2017,3.00
7262,289719,2012,3.00
7264,289719,2014,3.00
7421,294478,2011,3.00
7422,294478,2012,3.00
7423,294478,2013,3.00
7424,294478,2014,3.00
7609,297040,2019,3.00
8025,307189,2015,3.00
8108,309832,2018,3.00
8137,310150,2017,3.00
8738,330832,2018,3.00
8867,333034,2017,3.00
9001,337677,2011,3.00
9002,337677,2012,3.00
9003,337677,2013,3.00
9045,338185,2015,3.00
9140,341075,2010,3.00
9142,341075,2012,3.00
9306,346658,2016,3.00
9423,350442,2013,3.00
9650,357291,2010,3.00
9941,364203,2011,3.00
10044,366257,2014,3.00
10065,366576,2015,3.00
10651,386033,2011,3.00
10847,389916,2017,3.00
11179,399653,2019,3.00
11216,400659,2016,3.00
11218,400659,2018,3.00
11292,403217,2012,3.00
11294,403217,2014,3.00
11295,403217,2015,3.00
11757,414536,2017,3.00
11759,414536,2019,3.00
11983,420589,2013,3.00
12044,421166,2014,3.00
12415,433413,2015,3.00
12495,436369,2015,3.00
12578,438677,2018,3.00
12689,443231,2019,3.00
12801,447162,2011,3.00
12939,449781,2019,3.00
13013,451320,2013,3.00
13178,456021,2018,3.00
13501,464331,2011,3.00
13651,468058,2011,3.00
13756,469843,2016,3.00
13783,470498,2013,3.00
13940,476264,2010,3.00
14123,481074,2013,3.00
14404,487872,2014,3.00
14502,490788,2012,3.00
14582,493272,2012,3.00
14584,493272,2014,3.00
14586,493272,2016,3.00
14805,499916,2015,3.00
15002,505367,2012,3.00
15117,509309,2017,3.00
15240,510788,2010,3.00
15437,515470,2017,3.00
15575,517872,2015,3.00
15621,519872,2011,3.00
15624,519872,2014,3.00
15627,519872,2017,3.00
15912,526994,2012,3.00
15984,529491,2014,3.00
16009,529825,2019,3.00
16020,529878,2010,3.00
16065,530734,2015,3.00
16070,530866,2010,3.00
16359,541547,2019,3.00
16630,550288,2010,3.00
17079,563770,2019,3.00
17960,588227,2010,3.00
18023,588872,2013,3.00
18212,593272,2012,3.00
18557,603427,2017,3.00
18633,606370,2013,3.00
18851,613857,2011,3.00
19317,624246,2017,3.00
19318,624246,2018,3.00
19910,638656,2010,3.00
19930,638842,2010,3.00
19933,638842,2013,3.00
19939,638842,2019,3.00
20531,657171,2011,3.00
20851,666095,2011,3.00
20852,666095,2012,3.00
20871,666731,2011,3.00
20924,667665,2014,3.00
21216,676375,2016,3.00
21281,677591,2011,3.00
21391,681404,2011,3.00
21582,687670,2012,3.00
21676,690530,2016,3.00
21953,698531,2013,3.00
21993,699597,2013,3.00
22110,701902,2010,3.00
22471,715615,2011,3.00
22472,715615,2012,3.00
22591,719940,2011,3.00
22655,722534,2015,3.00
22656,722534,2016,3.00
23185,734713,2015,3.00
23362,740058,2012,3.00
23481,744263,2011,3.00
23558,745646,2018,3.00
23620,746562,2010,3.00
23621,746562,2011,3.00
23836,753268,2016,3.00
24282,766385,2012,3.00
24545,772849,2015,3.00
24650,773998,2010,3.00
24666,774722,2016,3.00
24674,774791,2014,3.00
24774,777257,2014,3.00
25062,783940,2012,3.00
25623,798449,2013,3.00
25770,802200,2010,3.00
25840,802917,2010,3.00
25946,805926,2016,3.00
26331,815757,2011,3.00
26350,816035,2010,3.00
26385,816401,2015,3.00
26451,818067,2011,3.00
26632,822014,2012,3.00
26650,822165,2010,3.00
26674,822608,2014,3.00
26700,822871,2010,3.00
26788,824008,2018,3.00
26907,826449,2017,3.00
26908,826449,2018,3.00
26909,826449,2019,3.00
26910,826453,2010,3.00
27100,830370,2010,3.00
27197,833749,2017,3.00
27260,836194,2010,3.00
27364,839201,2014,3.00
27443,840623,2013,3.00
27476,840930,2016,3.00
27527,842171,2017,3.00
27647,845127,2017,3.00
28122,857270,2012,3.00
28362,862191,2012,3.00
28364,862191,2014,3.00
28365,862191,2015,3.00
28367,862191,2017,3.00
28368,862191,2018,3.00
28393,862790,2013,3.00
28672,871845,2012,3.00
28842,876230,2012,3.00
29021,879174,2011,3.00
29026,879174,2016,3.00
29168,882327,2018,3.00
29213,883427,2013,3.00
29499,889341,2019,3.00
30097,906740,2017,3.00
30261,913664,2011,3.00
30622,921583,2012,3.00
30657,921787,2017,3.00
30667,921826,2017,3.00
30719,923480,2019,3.00
30811,924412,2011,3.00
30840,925149,2010,3.00
30842,925149,2012,3.00
30862,925261,2012,3.00
31234,934670,2014,3.00
31235,934670,2015,3.00
31346,936718,2016,3.00
31449,938185,2019,3.00
31746,945340,2016,3.00
31785,946553,2015,3.00
31786,946553,2016,3.00
31803,946595,2013,3.00
31932,949689,2012,3.00
31933,949689,2013,3.00
32269,957530,2019,3.00
32294,958088,2014,3.00
32324,958767,2014,3.00
32326,958767,2016,3.00
32336,958790,2016,3.00
32823,977178,2013,3.00
33008,983822,2018,3.00
33210,990094,2010,3.00
161,103980,2011,2.00
329,108391,2019,2.00
568,118726,2018,2.00
683,122158,2013,2.00
686,122158,2016,2.00
722,123485,2012,2.00
724,123485,2014,2.00
726,123485,2016,2.00
834,125719,2014,2.00
910,127718,2010,2.00
1252,135866,2012,2.00
1296,137982,2016,2.00
1646,145951,2016,2.00
1883,151390,2013,2.00
1921,152510,2011,2.00
1928,152510,2018,2.00
1943,152715,2013,2.00
2115,156517,2015,2.00
2119,156517,2019,2.00
2247,159465,2017,2.00
2381,162242,2011,2.00
2601,167163,2011,2.00
2603,167163,2013,2.00
2701,169933,2011,2.00
2770,172406,2010,2.00
3020,178336,2010,2.00
3513,193144,2013,2.00
3550,193805,2010,2.00
3557,193805,2017,2.00
3639,194977,2019,2.00
3707,196752,2017,2.00
3914,201259,2014,2.00
3994,204434,2014,2.00
4075,206046,2015,2.00
4104,206985,2014,2.00
4113,207137,2013,2.00
4309,210856,2019,2.00
4335,211242,2015,2.00
4386,211575,2016,2.00
4580,219344,2010,2.00
5370,238009,2010,2.00
5378,238009,2018,2.00
5491,241078,2011,2.00
5561,243529,2011,2.00
5562,243529,2012,2.00
5747,250269,2017,2.00
5795,252554,2015,2.00
5812,252760,2012,2.00
5864,253239,2014,2.00
6151,259305,2011,2.00
6180,260004,2010,2.00
6184,260004,2014,2.00
6409,267001,2019,2.00
7009,283935,2019,2.00
7128,286241,2018,2.00
7148,286661,2018,2.00
7210,288463,2010,2.00
7215,288463,2015,2.00
7266,289719,2016,2.00
7267,289719,2017,2.00
7428,294478,2018,2.00
7435,294672,2015,2.00
7541,296021,2011,2.00
7544,296021,2014,2.00
7577,296753,2017,2.00
7902,304843,2012,2.00
7903,304843,2013,2.00
8024,307189,2014,2.00
8107,309832,2017,2.00
8110,310027,2010,2.00
8111,310027,2011,2.00
8136,310150,2016,2.00
8147,310185,2017,2.00
8586,325706,2016,2.00
8669,327637,2019,2.00
8739,330832,2019,2.00
8838,332715,2018,2.00
8917,334897,2017,2.00
9004,337677,2014,2.00
9060,339665,2010,2.00
9290,346592,2010,2.00
9385,349150,2015,2.00
9651,357291,2011,2.00
9654,357291,2014,2.00
9655,357291,2015,2.00
9940,364203,2010,2.00
10208,371514,2018,2.00
10284,373017,2014,2.00
10320,375005,2010,2.00
10451,378695,2011,2.00
10691,386361,2011,2.00
10796,388962,2016,2.00
10937,394142,2017,2.00
11474,408918,2014,2.00
11622,411891,2012,2.00
11821,416830,2011,2.00
11825,416830,2015,2.00
12016,420863,2016,2.00
12195,428063,2015,2.00
12221,428361,2011,2.00
12226,428361,2016,2.00
12240,429198,2010,2.00
12291,430061,2011,2.00
12407,433013,2017,2.00
12413,433413,2013,2.00
12912,449509,2012,2.00
12914,449509,2014,2.00
13046,452371,2016,2.00
13081,453405,2011,2.00
13084,453405,2014,2.00
13106,453951,2016,2.00
13107,453951,2017,2.00
13108,453951,2018,2.00
13124,454834,2014,2.00
13284,457462,2014,2.00
13646,467713,2016,2.00
13750,469843,2010,2.00
13751,469843,2011,2.00
13790,470924,2010,2.00
13817,471398,2017,2.00
13944,476264,2014,2.00
14127,481074,2017,2.00
14203,482480,2013,2.00
14204,482480,2014,2.00
14307,485590,2017,2.00
14656,494984,2016,2.00
14884,501657,2014,2.00
15003,505367,2013,2.00
15104,508972,2014,2.00
15249,510788,2019,2.00
15280,511781,2010,2.00
15281,511781,2011,2.00
15360,513240,2010,2.00
15593,518535,2013,2.00
15595,518535,2015,2.00
15899,526838,2019,2.00
15973,529361,2013,2.00
15985,529491,2015,2.00
15986,529491,2016,2.00
16003,529825,2013,2.00
16008,529825,2018,2.00
16339,540963,2019,2.00
16344,541265,2014,2.00
16345,541265,2015,2.00
16353,541547,2013,2.00
16360,542353,2010,2.00
16586,548401,2016,2.00
17001,563231,2011,2.00
17002,563231,2012,2.00
17262,567904,2012,2.00
17264,567904,2014,2.00
17273,568279,2013,2.00
17433,572583,2013,2.00
17509,574736,2019,2.00
17764,581452,2014,2.00
17929,586753,2019,2.00
17969,588227,2019,2.00
18376,598028,2016,2.00
18587,604261,2017,2.00
18823,612829,2013,2.00
18965,614960,2015,2.00
19021,616236,2011,2.00
19083,618002,2013,2.00
19167,619957,2017,2.00
19312,624246,2012,2.00
19316,624246,2016,2.00
20149,644186,2019,2.00
20181,645037,2011,2.00
20246,646337,2016,2.00
20301,648885,2011,2.00
20302,648885,2012,2.00
20328,649117,2018,2.00
20357,650155,2017,2.00
20483,656327,2013,2.00
20496,656491,2016,2.00
20503,656735,2013,2.00
20605,658311,2015,2.00
20646,659501,2016,2.00
20853,666095,2013,2.00
20874,666731,2014,2.00
21007,670215,2017,2.00
21075,672450,2015,2.00
21094,672715,2014,2.00
21117,673629,2017,2.00
21237,677043,2017,2.00
21290,677688,2010,2.00
21415,682305,2015,2.00
21634,688929,2014,2.00
21859,695685,2019,2.00
22685,722748,2015,2.00
22820,724716,2010,2.00
22945,728104,2015,2.00
23184,734713,2014,2.00
23206,734928,2016,2.00
23363,740058,2013,2.00
23506,744659,2016,2.00
23559,745646,2019,2.00
23801,752858,2011,2.00
23803,752858,2013,2.00
23807,752858,2017,2.00
24222,764633,2012,2.00
24449,770120,2019,2.00
24467,770790,2017,2.00
24544,772849,2014,2.00
25170,785911,2010,2.00
25171,785911,2011,2.00
25178,785911,2018,2.00
25952,806120,2012,2.00
26221,813487,2011,2.00
26288,814352,2018,2.00
26386,816401,2016,2.00
26450,818067,2010,2.00
26523,820089,2013,2.00
26524,820089,2014,2.00
26664,822597,2014,2.00
26904,826449,2014,2.00
27045,829061,2015,2.00
27046,829061,2016,2.00
27208,835099,2018,2.00
27261,836194,2011,2.00
27376,839274,2016,2.00
27381,839755,2011,2.00
27449,840623,2019,2.00
27518,841734,2018,2.00
27526,842171,2016,2.00
27529,842171,2019,2.00
27646,845127,2016,2.00
27659,845151,2019,2.00
27732,847390,2012,2.00
27736,847390,2016,2.00
27737,847390,2017,2.00
27776,849201,2016,2.00
28098,857107,2018,2.00
28420,864447,2010,2.00
28736,873698,2016,2.00
28753,874236,2013,2.00
29031,879825,2011,2.00
29214,883427,2014,2.00
29248,884711,2018,2.00
29325,885815,2015,2.00
29439,888521,2019,2.00
29512,890156,2012,2.00
29628,892413,2018,2.00
29701,894650,2011,2.00
29951,903031,2011,2.00
30039,905773,2019,2.00
30260,913664,2010,2.00
30621,921583,2011,2.00
30720,923601,2010,2.00
30778,924034,2018,2.00
30863,925261,2013,2.00
31075,930698,2015,2.00
31154,932662,2014,2.00
31533,941149,2013,2.00
31905,948766,2015,2.00
31934,949689,2014,2.00
32027,952524,2017,2.00
32292,958088,2012,2.00
32298,958088,2018,2.00
32300,958271,2010,2.00
32528,963938,2018,2.00
32583,965772,2013,2.00
32751,973395,2011,2.00
33044,985032,2014,2.00
33332,992511,2012,2.00
33334,992511,2014,2.00
33337,992511,2017,2.00
33347,992752,2017,2.00
33486,995304,2016,2.00
33558,997293,2018,2.00
33576,997358,2016,2.00
33577,997358,2017,2.00
33637,998738,2017,2.00
44,101145,2014,1.00
136,102725,2016,1.00
166,103980,2016,1.00
187,104900,2017,1.00
271,107236,2011,1.00
387,110421,2017,1.00
478,115097,2018,1.00
491,115898,2011,1.00
636,120775,2016,1.00
713,123173,2013,1.00
836,125719,2016,1.00
862,126644,2012,1.00
901,127667,2011,1.00
924,127907,2014,1.00
964,128814,2014,1.00
987,129342,2017,1.00
1048,130277,2018,1.00
1124,131836,2014,1.00
1137,131942,2017,1.00
1173,133512,2013,1.00
1215,134447,2015,1.00
1219,134447,2019,1.00
1297,137982,2017,1.00
1299,137982,2019,1.00
1334,138526,2014,1.00
1396,140965,2016,1.00
1466,143059,2016,1.00
1704,147279,2014,1.00
1706,147279,2016,1.00
1749,148224,2019,1.00
1881,151390,2011,1.00
1920,152510,2010,1.00
2116,156517,2016,1.00
2118,156517,2018,1.00
2261,159554,2011,1.00
2304,160261,2014,1.00
2338,160703,2018,1.00
2575,166299,2015,1.00
2590,166929,2010,1.00
2702,169933,2012,1.00
2846,173891,2016,1.00
2930,175216,2010,1.00
3022,178336,2012,1.00
3105,180779,2015,1.00
3163,181860,2013,1.00
3250,183886,2010,1.00
3262,184111,2012,1.00
3332,186142,2012,1.00
3380,188674,2010,1.00
3384,188674,2014,1.00
3485,191284,2015,1.00
