,surgid,total,count_First,count_Reop,Mortality_First,Mortality_Reop,PredMort_First_avg,PredMort_Reoperation_avg,total_year_avg,Year_avg_Firstop,Year_avg_reop,Mortality_First_rate,Mortality_Reop_rate,observe/expected_First,observe/expected_Reop,log_First,log_Reoperation
2988,930222.0,29,28.0,1.0,1.0,0.0,3.9110714285714283,3.43,57.2,54.6,2.6,3.571428571428571,0.0,0.9131586156515387,0.0,-0.13106261678246825,0.0
2989,930636.0,141,135.0,6.0,2.0,0.0,1.7271111111111108,3.164999999999999,36.8,35.2,1.6,1.4814814814814816,0.0,0.8577800651912851,0.0,-0.22132030675705103,0.0
2990,930698.0,308,297.0,11.0,2.0,0.0,1.5297643097643092,1.6518181818181816,70.6,66.4,4.2,0.6734006734006733,0.0,0.4401989699344105,0.0,-1.1837723255603376,0.0
2991,930855.0,933,847.0,86.0,9.0,1.0,1.5956198347107438,2.365348837209303,20.8,20.0,0.8,1.062573789846517,1.1627906976744187,0.6659316754101029,0.491593746927539,-0.5865539305090873,-1.0244615301409963
2992,931111.0,429,399.0,30.0,13.0,1.0,1.6379949874686692,3.515,14.8,14.4,0.4,3.258145363408521,3.3333333333333335,1.9891058204296497,0.948316737790422,0.9921200295894932,-0.07655909513160437
2993,931332.0,373,343.0,30.0,5.0,0.0,1.4437900874635572,6.145,36.6,34.0,2.6,1.4577259475218658,0.0,1.0096522757562292,0.0,0.013858514345358272,0.0
2994,931834.0,342,319.0,23.0,6.0,1.0,2.0182758620689656,4.4708695652173915,45.4,42.4,3.0,1.8808777429467085,4.3478260869565215,0.9319230231582871,0.9724788485850432,-0.10171730169687423,-0.04026122306443471
2995,932239.0,330,313.0,17.0,7.0,2.0,1.7410543130990417,2.91,8.25,8.0,0.25,2.2364217252396164,11.76470588235294,1.2845215157353882,4.042854255104103,0.36123105558304963,2.015374195390826
2996,932252.0,710,664.0,46.0,7.0,2.0,1.8385090361445753,4.916956521739132,91.4,86.4,5.0,1.0542168674698795,4.3478260869565215,0.5734085863840045,0.8842514811212306,-0.8023645868194337,-0.1774713644449513
2997,932366.0,842,784.0,58.0,17.0,2.0,2.2692346938775523,3.319655172413793,33.2,31.4,1.8,2.1683673469387754,3.4482758620689653,0.9555500595813561,1.0387451958034695,-0.06559663945754458,0.05484180454648581
2998,932662.0,146,139.0,7.0,1.0,1.0,1.527122302158273,1.7028571428571428,50.66666666666666,49.0,1.6666666666666667,0.7194244604316548,14.285714285714285,0.47109812974042514,8.389261744966442,-1.085900490369471,3.0685438590872876
2999,932731.0,802,734.0,68.0,11.0,1.0,2.1358310626703014,4.040588235294117,8.4,8.0,0.4,1.4986376021798364,1.4705882352941175,0.701664859348089,0.36395399621487845,-0.5111459834573813,-1.4581719895925898
3000,932953.0,117,104.0,13.0,1.0,0.0,1.7134615384615397,2.039230769230769,2.0,2.0,0.0,0.9615384615384616,0.0,0.5611672278338941,0.0,-0.8334973368598361,0.0
3001,933022.0,853,820.0,33.0,8.0,1.0,1.4914634146341448,2.5054545454545454,52.2,50.8,1.4,0.975609756097561,3.0303030303030303,0.6541291905151274,1.2094823415578133,-0.6123524987526605,0.27438970612400193
3002,933236.0,410,370.0,40.0,7.0,2.0,1.939135135135136,4.54025,47.8,45.2,2.6,1.891891891891892,5.0,0.9756369515526562,1.1012609437806287,-0.035583694674317386,0.13915635599889392
3003,933671.0,878,837.0,41.0,10.0,0.0,1.843715651135005,3.157073170731708,27.66666666666667,27.33333333333333,0.3333333333333333,1.1947431302270013,0.0,0.6480083463475014,0.0,-0.6259156997456662,0.0
3004,934375.0,260,247.0,13.0,10.0,1.0,2.2272874493927124,5.1523076923076925,19.0,16.4,2.6,4.048582995951417,7.6923076923076925,1.8177191260406442,1.492982979994028,0.8621292915157317,0.5781977188427336
3005,934414.0,232,225.0,7.0,3.0,0.0,1.7689777777777778,2.3000000000000003,33.2,31.6,1.6,1.3333333333333335,0.0,0.7537309682930506,0.0,-0.40787842546452585,0.0
